わ	り	7873
て	か	7860
そ	く	7856
く	い	7805
め	に	7803
て	み	7794
ど	も	7779
い	ど	7758
だ	か	7747
ら	の	7741
す	う	7719
を	き	7658
り	に	7649
っ	ぱ	7645
す	こ	7621
ん	ば	7578
＿	ぼ	7560
と	と	7545
う	ん	7431
し	に	7430
く	か	7419
そ	こ	7407
を	あ	7403
り	ー	7381
え	に	7381
し	が	7367
じ	め	7363
ゅ	ん	7355
か	。	7327
て	あ	7309
つ	し	7305
に	す	7298
を	と	7268
ー	ど	7249
＿	り	7213
け	れ	7208
に	こ	7203
を	は	7197
は	っ	7193
ね	が	7177
そ	し	7160
か	が	7149
に	っ	7146
ぞ	う	7114
り	あ	7109
ち	は	7097
な	さ	7031
ご	と	7025
う	そ	7020
か	で	7006
る	も	6998
と	っ	6986
を	う	6978
た	っ	6955
け	で	6922
う	ぶ	6908
の	け	6901
＿	へ	6874
す	ね	6863
が	き	6858
み	て	6807
の	り	6777
こ	な	6773
し	ろ	6768
う	ま	6755
ち	い	6750
い	ひ	6748
に	じ	6746
は	ま	6730
ろ	い	6711
た	に	6701
し	え	6691
な	こ	6686
あ	ら	6685
か	と	6669
う	ひ	6666
ん	ぶ	6634
き	、	6632
ん	ぐ	6596
を	た	6580
う	て	6559
な	お	6558
ぽ	ん	6557
ま	の	6548
の	ば	6544
た	え	6540
う	ど	6539
や	っ	6511
し	っ	6483
く	ろ	6482
ら	は	6480
は	や	6469
ら	っ	6456
を	さ	6451
ゅ	つ	6450
と	つ	6442
し	を	6411
き	い	6360
わ	い	6353
っ	ち	6342
の	す	6323
か	る	6317
で	か	6305
と	め	6305
ー	た	6295
ひ	ん	6291
＿	ば	6289
い	お	6269
ぞ	く	6193
に	く	6180
く	ち	6172
て	の	6170
ら	か	6167
る	ま	6090
お	な	6082
る	で	6080
ん	ぱ	6058
＿	げ	6045
り	で	6040
つ	を	6031
ろ	ん	6017
り	が	6015
す	き	5996
け	ど	5995
う	お	5994
よ	っ	5993
は	そ	5983
れ	を	5982
あ	と	5959
を	す	5958
え	た	5948
や	ま	5903
が	す	5899
も	か	5897
き	ゃ	5893
り	は	5885
は	は	5880
き	も	5876
た	、	5870
ほ	ど	5853
ん	（	5839
や	す	5827
い	そ	5800
＿	ゆ	5794
と	す	5792
て	な	5789
こ	に	5775
ゃ	ん	5766
れ	が	5746
の	て	5735
し	ら	5734
な	み	5732
ん	げ	5716
は	き	5713
ん	ま	5713
い	あ	5698
る	に	5697
ゃ	な	5686
の	ふ	5678
＿	め	5667
（	し	5660
か	お	5653
る	た	5636
え	ら	5629
が	は	5628
さ	つ	5612
お	ね	5609
い	ら	5609
（	あ	5602
し	よ	5598
じ	っ	5589
た	よ	5563
わ	る	5560
み	の	5559
ち	を	5556
ん	や	5535
く	お	5534
み	に	5533
め	る	5526
ん	ざ	5522
で	な	5505
ま	だ	5504
う	つ	5504
た	た	5503
ん	ぜ	5501
ろ	し	5493
ら	に	5484
の	を	5482
せ	っ	5473
ん	そ	5472
を	こ	5466
く	み	5466
す	く	5464
わ	ら	5463
れ	に	5445
う	ふ	5435
ま	ま	5428
ん	ね	5427
つ	で	5424
た	も	5414
ん	よ	5411
＿	ぜ	5407
こ	え	5402
い	ほ	5400
ど	、	5391
で	お	5375
れ	か	5374
る	ひ	5371
ま	ち	5369
ひ	つ	5346
け	た	5335
に	さ	5319
ー	の	5296
が	ん	5296
も	お	5287
あ	の	5259
も	ら	5253
（	い	5247
み	ま	5241
い	ぶ	5236
し	も	5236
め	た	5231
ま	に	5195
の	く	5190
ゃ	の	5187
ま	わ	5177
ー	す	5171
さ	き	5169
さ	せ	5163
す	れ	5145
わ	け	5130
に	の	5127
ー	む	5101
り	す	5099
の	そ	5098
は	ら	5096
（	こ	5093
う	め	5091
っ	ぷ	5076
め	ー	5071
か	み	5067
あ	つ	5052
り	と	5051
ふ	た	5032
あ	れ	5030
で	て	5027
を	ひ	5019
つ	は	5008
＿	む	5008
ぱ	い	5002
う	（	4996
せ	て	4985
お	れ	4979
む	か	4959
ば	か	4941
と	あ	4937
て	こ	4935
な	け	4930
ょ	に	4930
め	の	4930
た	な	4920
り	ん	4914
つ	な	4908
ぱ	ー	4905
＿	ぶ	4890
き	り	4883
ん	ら	4879
を	、	4872
し	れ	4872
え	の	4861
か	ー	4857
い	ご	4856
る	が	4852
よ	る	4851
が	う	4841
る	な	4840
て	た	4830
に	で	4827
り	を	4820
べ	て	4812
あ	わ	4812
く	も	4807
は	ど	4803
は	と	4800
べ	つ	4798
じ	し	4796
だ	ろ	4796
う	ね	4782
せ	る	4768
の	ご	4766
に	ひ	4761
い	み	4758
す	め	4738
ふ	と	4729
す	け	4728
ど	こ	4724
す	た	4718
ん	ぴ	4716
ほ	し	4713
よ	ろ	4709
る	だ	4707
が	こ	4706
す	す	4705
る	ん	4703
（	お	4692
も	く	4684
あ	さ	4667
つ	ま	4644
わ	っ	4640
う	み	4638
く	わ	4637
が	と	4635
い	ふ	4635
け	つ	4627
し	り	4604
つ	ぎ	4600
れ	で	4583
ら	す	4563
ち	じ	4554
つ	が	4551
で	ぃ	4540
（	か	4536
ん	く	4535
る	は	4535
ふ	ぁ	4530
わ	し	4523
お	や	4519
ら	だ	4505
す	べ	4503
お	よ	4492
ぐ	ら	4482
ろ	に	4476
り	ゅ	4476
ば	し	4475
こ	は	4471
す	て	4467
は	く	4462
れ	の	4461
げ	ま	4451
ら	で	4447
つ	づ	4446
こ	で	4442
で	の	4432
な	き	4429
こ	ど	4429
ょ	ん	4426
し	で	4415
え	な	4414
で	に	4413
た	け	4404
る	ほ	4400
ー	じ	4391
か	は	4374
ま	る	4367
っ	さ	4365
ひ	き	4359
た	て	4359
え	き	4358
か	を	4353
う	わ	4351
こ	っ	4348
が	よ	4347
か	さ	4344
と	ば	4341
う	や	4333
う	ろ	4321
い	ぎ	4316
と	ん	4309
は	さ	4308
が	ひ	4305
に	に	4300
え	ま	4298
あ	か	4295
び	ょ	4287
に	ほ	4284
ろ	の	4280
ず	か	4269
な	も	4265
か	げ	4264
＿	れ	4259
わ	せ	4254
ぶ	つ	4254
け	な	4254
つ	め	4254
あ	ま	4247
が	み	4241
う	ぎ	4237
だ	が	4234
は	わ	4224
あ	し	4223
る	き	4201
な	な	4192
つ	と	4188
は	す	4187
べ	ん	4180
い	ば	4178
づ	け	4171
お	さ	4167
に	そ	4162
る	く	4154
し	ご	4153
じ	に	4151
く	う	4141
ん	え	4122
も	り	4122
た	ほ	4120
ひ	ろ	4117
て	に	4116
ょ	っ	4112
ぱ	ん	4112
き	と	4110
と	だ	4104
ち	ば	4100
か	う	4090
も	た	4089
み	を	4085
の	つ	4083
と	ら	4068
は	（	4065
み	る	4056
に	わ	4052
と	る	4026
り	よ	4025
に	み	4016
か	き	4009
く	た	4004
に	ま	3996
き	っ	3989
り	な	3982
れ	ら	3982
の	え	3981
は	ず	3979
じ	ま	3978
も	わ	3976
れ	、	3974
ち	で	3971
ば	な	3961
ご	し	3959
み	つ	3956
ま	は	3952
う	ら	3951
ろ	ー	3948
ま	つ	3944
し	し	3940
こ	ま	3940
ゅ	っ	3936
り	こ	3922
ー	し	3917
れ	ー	3909
か	ね	3900
を	ふ	3897
す	ぎ	3895
て	ぃ	3891
ら	ず	3891
に	せ	3887
あ	き	3886
き	こ	3886
と	た	3886
る	ば	3875
が	さ	3870
の	の	3857
て	つ	3850
は	だ	3838
ば	っ	3838
り	た	3833
＿	ぎ	3832
り	も	3827
う	れ	3822
と	ま	3817
の	め	3816
ま	れ	3815
き	き	3813
じ	の	3802
い	へ	3802
ん	わ	3799
す	ぐ	3795
か	ぶ	3795
ち	ら	3786
じ	て	3781
み	ず	3774
で	た	3765
み	が	3760
る	じ	3760
き	だ	3754
だ	れ	3742
ょ	の	3733
（	そ	3731
く	ん	3731
＿	べ	3730
こ	が	3724
さ	が	3724
も	に	3724
く	ま	3723
ど	ん	3711
さ	ら	3693
さ	ー	3667
に	う	3666
さ	か	3661
じ	こ	3650
え	ば	3650
や	し	3640
ん	あ	3638
く	こ	3636
ん	・	3631
た	す	3629
ど	く	3604
に	て	3602
に	ふ	3601
ー	に	3597
を	ま	3596
っ	せ	3594
ば	ー	3585
む	し	3582
く	ひ	3582
し	め	3567
き	れ	3567
の	ど	3566
み	え	3559
り	だ	3558
く	っ	3558
い	（	3556
き	あ	3555
よ	ね	3555
ー	を	3555
あ	が	3553
ど	り	3552
ん	め	3549
＿	び	3542
か	ま	3542
さ	な	3525
さ	し	3523
た	ば	3521
し	こ	3518
せ	か	3515
き	さ	3515
ご	く	3510
き	じ	3509
た	び	3508
＿	ろ	3504
な	れ	3499
は	り	3498
み	せ	3497
ろ	が	3496
た	つ	3486
ひ	か	3485
ど	で	3482
は	も	3482
ら	わ	3481
と	ど	3478
ば	ら	3476
さ	っ	3473
あ	く	3467
も	つ	3466
が	ま	3464
し	だ	3456
と	さ	3455
い	ね	3454
よ	び	3448
（	き	3440
ず	、	3428
ら	が	3423
る	、	3420
ろ	で	3415
え	で	3407
を	よ	3400
じ	た	3399
は	ひ	3399
ち	し	3393
お	す	3393
ゃ	に	3393
や	か	3388
き	ら	3372
す	で	3369
ま	う	3362
ら	う	3362
ふ	か	3361
も	だ	3339
く	つ	3337
ど	に	3332
ふ	ん	3328
ど	は	3325
ち	、	3321
ま	ず	3319
え	っ	3311
る	を	3309
り	っ	3303
で	こ	3299
ー	で	3297
の	ぶ	3296
ど	を	3296
し	ー	3292
た	べ	3291
と	れ	3288
が	そ	3281
は	み	3281
み	ち	3278
も	よ	3273
た	を	3270
す	し	3265
え	、	3259
え	を	3257
ー	く	3237
を	く	3233
わ	が	3225
ぞ	ん	3223
き	ち	3222
ち	な	3221
ゃ	か	3217
も	ど	3211
ぶ	し	3209
か	す	3204
か	せ	3204
め	、	3202
た	お	3202
れ	も	3201
お	そ	3200
ー	が	3197
な	と	3192
い	め	3192
う	げ	3188
な	は	3183
ま	が	3176
っ	け	3176
に	が	3172
す	ご	3171
た	で	3170
＿	ら	3168
ー	ん	3163
を	の	3161
ふ	り	3161
し	ち	3148
ょ	し	3146
り	や	3136
じ	で	3135
ち	ま	3135
る	さ	3119
れ	わ	3118
ひ	ら	3116
は	ふ	3110
も	じ	3104
む	す	3104
ふ	う	3099
の	や	3098
ぃ	ー	3096
が	ふ	3094
お	わ	3084
く	き	3080
た	あ	3077
め	で	3073
こ	た	3072
し	と	3065
＿	ぱ	3065
ゃ	が	3063
わ	な	3061
ぎ	り	3059
か	あ	3058
ず	に	3057
ー	は	3057
お	ち	3051
ぴ	ゅ	3046
た	る	3042
ら	き	3040
ー	か	3039
だ	き	3039
た	じ	3038
し	す	3030
ょ	せ	3027
し	さ	3022
を	だ	3020
ん	ぽ	3013
ち	き	3012
へ	の	3011
こ	ー	3005
の	む	2999
べ	る	2997
も	は	2995
ま	な	2989
え	が	2987
じ	だ	2983
う	む	2977
だ	め	2976
う	あ	2974
す	ま	2974
べ	き	2966
も	こ	2964
も	そ	2963
し	じ	2954
ら	も	2951
と	み	2948
ら	と	2947
は	に	2946
と	よ	2939
ふ	る	2938
・	。	2937
ぽ	う	2934
が	ち	2934
と	び	2926
め	ら	2923
が	じ	2922
む	り	2922
は	で	2920
ん	ぎ	2917
た	き	2916
ら	を	2915
ん	ほ	2909
ぷ	ろ	2909
よ	し	2906
と	ち	2902
げ	き	2898
の	（	2895
と	わ	2892
ご	の	2888
の	、	2879
じ	き	2879
に	む	2878
げ	る	2878
し	ば	2877
ゆ	き	2876
ら	べ	2873
（	じ	2868
な	わ	2866
を	な	2861
こ	み	2861
す	み	2854
は	よ	2853
き	く	2847
な	ま	2846
は	せ	2844
ぎ	の	2844
ら	た	2841
ろ	こ	2831
て	を	2831
ら	え	2822
だ	ち	2817
ら	お	2815
す	を	2806
う	へ	2804
ご	に	2798
あ	め	2797
こ	い	2796
と	じ	2794
く	よ	2792
も	で	2790
っ	ぴ	2788
ね	っ	2787
で	さ	2784
や	は	2782
や	り	2781
ま	も	2780
の	わ	2774
（	な	2772
け	の	2772
り	く	2769
お	ー	2768
ら	さ	2766
て	が	2764
つ	だ	2764
そ	ふ	2758
ゃ	い	2757
を	そ	2753
を	え	2746
お	ま	2746
を	じ	2744
く	あ	2743
の	れ	2743
つ	り	2741
ぐ	ん	2740
だ	、	2734
ろ	っ	2732
て	す	2730
ょ	は	2730
け	ま	2724
ゃ	し	2719
ん	ぷ	2719
る	ー	2711
ど	が	2711
い	ざ	2704
い	ぞ	2704
が	り	2698
ち	ろ	2694
う	ば	2691
ち	ん	2688
ぶ	り	2684
が	や	2683
く	そ	2677
つ	じ	2673
ん	お	2671
か	ず	2664
か	こ	2662
る	わ	2660
り	き	2659
く	ご	2655
ま	さ	2651
の	へ	2651
を	せ	2647
り	い	2646
い	ず	2646
じ	を	2640
ら	せ	2633
た	わ	2630
れ	し	2628
お	っ	2625
れ	す	2624
で	ま	2619
ん	ぞ	2617
の	ゆ	2615
い	ぜ	2614
き	み	2614
の	ぼ	2613
ふ	つ	2612
は	ほ	2610
ご	か	2609
み	は	2609
せ	た	2605
（	さ	2602
ー	ず	2599
ま	と	2598
ん	れ	2595
も	き	2594
つ	、	2593
と	て	2590
さ	え	2589
ろ	ぜ	2583
て	そ	2578
て	て	2576
お	み	2572
ご	じ	2570
（	え	2567
と	え	2566
ち	ち	2565
は	う	2556
ち	ど	2555
を	や	2555
う	ぞ	2549
＿	っ	2543
す	ん	2542
だ	よ	2529
ら	ー	2525
れ	と	2520
う	び	2520
み	と	2519
か	ぎ	2517
で	じ	2514
で	る	2512
や	、	2511
な	う	2506
こ	か	2504
む	の	2502
（	た	2497
び	ー	2492
ぶ	る	2490
ん	ぼ	2488
ま	か	2487
か	て	2486
げ	つ	2485
る	け	2483
け	し	2480
り	お	2479
ど	い	2476
び	と	2470
や	の	2468
ち	こ	2467
が	・	2458
ま	く	2453
げ	て	2452
な	ひ	2450
が	れ	2444
わ	く	2443
う	っ	2438
ぶ	ら	2438
み	で	2434
が	に	2433
び	に	2433
ゃ	は	2431
う	く	2427
ゅ	く	2426
で	と	2426
（	は	2423
ら	ば	2419
こ	じ	2413
え	し	2407
か	ち	2407
す	に	2407
ぼ	ー	2401
た	ひ	2400
く	や	2398
じ	さ	2397
て	じ	2397
（	ま	2397
あ	お	2361
（	わ	2356
く	。	2354
で	み	2354
あ	、	2352
の	げ	2350
て	で	2350
き	お	2347
べ	い	2345
き	ほ	2344
う	ぜ	2343
ぴ	ー	2334
く	（	2334
と	。	2331
（	と	2330
め	を	2330
き	つ	2327
や	さ	2325
だ	の	2324
め	し	2320
き	せ	2319
っ	そ	2313
び	し	2312
じ	が	2309
て	や	2308
よ	こ	2302
ひ	ゃ	2300
ち	く	2295
が	め	2294
め	り	2294
て	れ	2293
て	ほ	2290
ほ	か	2287
ひ	が	2280
は	け	2279
ど	ら	2279
む	ら	2279
わ	の	2278
ろ	を	2278
ろ	か	2273
ぜ	い	2269
れ	ど	2266
す	な	2265
ど	れ	2265
ぐ	ち	2264
く	め	2264
て	と	2263
ふ	ぃ	2259
ら	こ	2251
や	め	2249
の	ぞ	2245
お	は	2243
え	は	2241
ん	び	2234
ひ	く	2230
つ	さ	2224
ど	か	2223
な	ぜ	2223
れ	っ	2223
ゃ	っ	2220
そ	ら	2218
が	せ	2216
ぎ	ゃ	2212
か	よ	2207
が	て	2206
ぐ	に	2206
ち	と	2204
な	あ	2201
く	ど	2195
や	が	2194
こ	を	2194
め	が	2189
ろ	は	2187
ー	・	2186
が	も	2184
さ	け	2179
ま	を	2179
し	み	2178
ゆ	る	2177
る	お	2175
つ	た	2175
ら	じ	2173
り	ゆ	2172
ら	あ	2169
け	が	2163
つ	す	2159
ひ	っ	2159
や	き	2158
ふ	じ	2158
は	む	2157
つ	て	2154
ず	は	2151
た	み	2149
わ	に	2148
ご	き	2146
だ	す	2146
に	（	2130
ぶ	っ	2129
と	け	2126
な	、	2125
を	て	2124
に	だ	2120
り	て	2120
く	え	2119
て	さ	2118
に	や	2118
の	ね	2116
こ	ち	2111
ぷ	れ	2108
る	あ	2103
け	に	2101
も	す	2100
く	ぶ	2099
に	め	2099
む	け	2098
ら	み	2098
で	つ	2095
な	。	2094
わ	ー	2093
な	つ	2093
ー	ぷ	2091
ど	っ	2090
だ	に	2086
け	ー	2085
み	か	2085
だ	ま	2084
つ	つ	2079
ざ	ん	2079
か	じ	2076
る	す	2073
は	げ	2072
ら	ま	2072
か	め	2070
や	に	2068
み	あ	2065
る	せ	2065
ょ	を	2056
が	ほ	2054
で	く	2048
ま	ど	2047
き	け	2044
と	そ	2041
を	け	2038
ぴ	ん	2031
る	（	2029
ら	。	2022
（	う	2022
る	べ	2021
か	ど	2018
ど	な	2017
じ	は	2012
ど	と	2011
も	ま	2011
わ	す	2006
む	を	2005
ぐ	る	2004
た	ろ	2001
も	え	2000
の	ぎ	1999
ん	み	1999
あ	う	1996
た	さ	1994
い	む	1990
い	げ	1985
ど	し	1980
な	す	1979
き	よ	1979
だ	り	1979
て	ー	1977
み	だ	1975
つ	ら	1968
が	ど	1966
や	い	1965
お	を	1965
ぎ	ん	1965
の	び	1964
ず	の	1963
ら	む	1960
り	え	1958
す	・	1957
き	す	1954
ん	つ	1954
ち	も	1954
き	め	1951
ー	ぶ	1950
じ	じ	1949
で	そ	1948
だ	な	1947
し	け	1946
と	や	1943
け	ら	1943
な	や	1939
か	ぜ	1937
が	の	1930
に	ご	1924
ほ	と	1924
ゃ	で	1920
＿	ぐ	1917
へ	や	1917
ず	れ	1915
に	ど	1913
り	ゃ	1908
き	ど	1907
ふ	っ	1906
は	て	1904
し	お	1903
さ	さ	1901
ろ	ぐ	1900
え	か	1895
つ	れ	1895
か	だ	1893
る	ふ	1892
れ	だ	1889
の	っ	1887
き	そ	1886
す	（	1883
ふ	ぉ	1883
ぷ	ら	1883
あ	ー	1880
ち	ぜ	1879
さ	と	1876
き	ー	1870
さ	だ	1870
ぎ	じ	1869
が	け	1868
ー	な	1865
み	や	1865
れ	き	1863
げ	た	1856
ん	ひ	1853
む	こ	1852
ち	あ	1849
（	だ	1849
（	ち	1849
り	さ	1848
わ	ん	1847
く	ね	1843
ん	ふ	1842
す	は	1835
く	ほ	1835
て	よ	1835
ご	ろ	1829
ぶ	ぶ	1827
る	ど	1826
け	は	1825
さ	を	1825
（	に	1824
ち	ね	1824
ろ	、	1822
も	み	1821
る	て	1820
み	こ	1819
ん	ろ	1819
ご	は	1818
て	む	1817
く	ば	1815
め	ま	1815
ょ	が	1814
で	よ	1814
ま	ー	1809
あ	に	1807
ば	れ	1807
え	り	1804
な	ー	1800
い	び	1799
り	そ	1798
ゅ	し	1797
ね	る	1797
ま	、	1796
だ	ー	1794
ぺ	ー	1794
＿	ぷ	1793
が	。	1792
